EmpName,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
Jose Green,0.76,0.67,5.0,243.0,3.0,0,0,sales,low
Curtis Tyler,0.13,0.97,4.0,162.0,6.0,0,0,sales,low
Adam Gibson,0.6,0.79,4.0,262.0,3.0,0,0,sales,low
Adelaide Ford,0.45,0.55,4.0,206.0,2.0,0,0,sales,low
Jessie Perez,0.49,1.0,2.0,125.0,4.0,1,0,sales,low
Effie Thornton,0.19,0.36,3.0,167.0,5.0,0,0,sales,low
Lelia Day,0.68,0.89,5.0,218.0,5.0,0,0,sales,low
Gabriel Mason,0.53,0.91,5.0,181.0,3.0,0,0,sales,low
Leona Stevenson,1.0,0.77,5.0,269.0,3.0,0,0,sales,low
Connor Flores,0.99,0.86,3.0,167.0,2.0,0,0,sales,low
Violet Arnold,0.29,0.75,6.0,271.0,10.0,0,0,sales,medium
Emily Tucker,0.54,0.83,4.0,201.0,8.0,1,0,sales,medium
Matthew Dunn,0.25,0.9,6.0,229.0,8.0,0,0,sales,medium
Allen Estrada,0.71,0.76,4.0,148.0,8.0,0,0,accounting,medium
Ivan Ortega,0.96,0.84,3.0,147.0,8.0,0,0,accounting,medium
Brian Cobb,0.8,0.9,4.0,211.0,8.0,0,0,accounting,medium
Alexander Ford,0.82,0.87,5.0,145.0,6.0,0,0,hr,medium
Ricky Rios,0.19,0.97,6.0,269.0,6.0,0,0,hr,medium
Lloyd Lamb,0.43,0.74,4.0,129.0,6.0,0,0,hr,medium
Leon Norton,0.62,0.84,3.0,270.0,6.0,0,0,hr,medium
Isabelle McCoy,0.75,0.85,3.0,250.0,6.0,0,0,technical,medium
Stella Osborne,0.56,0.48,5.0,192.0,2.0,1,0,technical,medium
Troy Francis,0.88,0.91,4.0,233.0,4.0,0,0,technical,high
Adele Waters,0.63,0.57,4.0,192.0,3.0,0,0,technical,high
Frances Schneider,0.75,0.93,3.0,247.0,2.0,0,0,technical,high
Chris Ramirez,0.74,1.0,4.0,192.0,4.0,0,0,technical,high
Sylvia Mendoza,0.55,0.68,3.0,178.0,3.0,1,0,technical,high
Gavin Evans,0.87,0.55,4.0,197.0,3.0,0,0,technical,high
Daisy Newman,0.13,0.9,5.0,264.0,6.0,0,0,technical,high
Mabel Glover,0.33,0.64,2.0,274.0,3.0,1,0,technical,high
Marion Schwartz,0.89,0.97,4.0,147.0,2.0,0,0,technical,low
Alex Vega,0.56,0.94,3.0,154.0,3.0,1,0,support,low
Ricky Morgan,0.95,0.61,3.0,224.0,2.0,1,0,support,low
Ricardo Larson,0.57,0.59,4.0,250.0,2.0,0,0,support,low
Jose Sanchez,0.72,0.53,3.0,179.0,3.0,0,0,support,low
Mabel Curtis,0.28,0.44,4.0,170.0,2.0,0,0,support,low
Owen Stephens,0.54,0.61,4.0,118.0,5.0,0,0,support,low
Beatrice Campbell,0.54,0.95,4.0,256.0,3.0,0,0,support,low
Lucile Hunter,0.99,0.8,3.0,209.0,2.0,0,0,support,medium
Clyde Flores,0.37,0.69,2.0,146.0,3.0,0,0,support,medium
Frederick Butler,0.77,0.87,3.0,275.0,4.0,1,0,support,medium
Cole Hudson,0.7,0.88,4.0,180.0,2.0,0,0,support,medium
Glenn Allison,0.8,0.74,3.0,228.0,3.0,0,0,technical,medium
Lloyd Figueroa,0.52,0.63,3.0,204.0,3.0,0,0,technical,medium
Johnny Bowen,0.69,0.55,3.0,172.0,2.0,0,0,technical,medium
Milton Baldwin,0.6,0.62,5.0,274.0,3.0,0,0,management,medium
Alma Bridges,0.74,0.64,3.0,136.0,2.0,0,0,IT,medium
Joshua Butler,0.69,0.82,4.0,252.0,3.0,1,0,IT,medium
Linnie Martin,0.78,0.89,4.0,137.0,3.0,0,0,IT,medium
Terry Chambers,0.77,0.75,4.0,191.0,3.0,0,0,IT,medium
Edith Keller,0.91,0.68,4.0,132.0,4.0,0,0,IT,medium
Wesley Fitzgerald,0.54,0.68,6.0,249.0,5.0,0,0,product_mng,medium
Bobby Tate,0.48,0.77,6.0,274.0,6.0,0,0,product_mng,medium
Dustin Gregory,0.55,0.96,3.0,194.0,3.0,0,0,product_mng,medium
Kevin Byrd,0.17,0.36,6.0,191.0,2.0,0,0,product_mng,medium
Ada Sanchez,0.77,0.83,5.0,216.0,4.0,0,0,IT,medium
Cory King,0.93,0.98,3.0,241.0,3.0,0,0,IT,medium
Julian Lucas,0.65,0.91,4.0,243.0,5.0,1,0,IT,medium
Maurice Daniel,0.67,0.52,4.0,207.0,3.0,0,0,IT,medium
Jason Malone,0.95,0.88,3.0,199.0,3.0,0,0,IT,medium
Walter McKinney,0.61,0.97,6.0,286.0,4.0,0,0,product_mng,medium
Marc Gibson,0.57,0.39,4.0,132.0,3.0,0,0,product_mng,high
Augusta Hopkins,0.65,1.0,4.0,229.0,4.0,0,0,product_mng,low
Lucy Blake,0.85,0.81,4.0,260.0,3.0,0,0,product_mng,medium
Chris Graham,0.61,0.96,3.0,214.0,2.0,0,0,IT,medium
Nora Carroll,0.65,0.9,6.0,217.0,4.0,1,1,RandD,medium
Polly Morton,0.92,0.93,4.0,225.0,2.0,0,1,RandD,medium
Logan Fletcher,0.37,0.41,2.0,113.0,3.0,0,1,RandD,medium
Dorothy Blair,0.48,0.77,5.0,250.0,2.0,0,1,RandD,medium
Mamie Potter,0.82,0.91,5.0,271.0,2.0,0,1,RandD,medium
Olga Aguilar,0.84,0.75,4.0,135.0,3.0,0,1,RandD,medium
Jack Blair,0.57,0.46,2.0,100.0,6.0,1,1,marketing,medium
Lloyd Griffith,0.8,0.75,4.0,224.0,3.0,0,1,sales,medium
Julian Manning,0.49,0.91,4.0,134.0,4.0,0,0,accounting,low
Joel Weaver,0.79,0.82,5.0,158.0,2.0,0,0,support,low
Nell Payne,0.48,0.67,3.0,183.0,2.0,0,0,technical,low
Lucinda Gonzalez,0.28,0.89,4.0,97.0,6.0,0,0,management,low
Gene Stanley,0.47,0.56,4.0,226.0,3.0,0,0,marketing,low
Martha Jordan,0.91,0.6,4.0,235.0,4.0,1,0,marketing,low
Jeffery Joseph,0.75,0.6,4.0,186.0,10.0,1,0,marketing,low
Celia Day,0.61,0.89,3.0,242.0,10.0,0,0,sales,high
Caroline Butler,0.47,0.79,3.0,284.0,10.0,0,0,sales,low
Charles Barton,0.22,0.7,2.0,274.0,10.0,0,0,sales,high
Dollie Kelly,0.5,0.48,4.0,130.0,10.0,0,0,sales,high
Jessie Morales,0.56,0.87,3.0,146.0,10.0,0,0,sales,low
Daisy Mason,0.84,0.85,4.0,207.0,10.0,0,0,sales,low
Jeremy Holmes,0.69,0.72,4.0,210.0,2.0,1,0,sales,high
Landon Byrd,0.53,0.64,3.0,143.0,2.0,0,0,sales,low
Rachel Dean,0.17,0.57,4.0,116.0,3.0,0,0,sales,medium
Carlos Holland,0.48,0.71,2.0,162.0,3.0,1,0,sales,high
Gilbert Farmer,0.94,0.51,3.0,242.0,3.0,0,0,sales,medium
Curtis Chapman,0.77,0.89,4.0,153.0,7.0,0,0,sales,medium
Madge Hopkins,1.0,0.72,5.0,194.0,7.0,1,0,sales,medium
Brandon Griffith,0.49,0.65,4.0,233.0,7.0,0,0,sales,medium
Clayton Flores,0.93,0.73,4.0,283.0,7.0,0,0,sales,high
Amelia Barton,0.38,0.43,3.0,188.0,7.0,0,0,sales,medium
Mabelle Cross,0.6,0.54,4.0,182.0,6.0,0,0,sales,medium
Alma Owens,0.5,0.82,2.0,286.0,6.0,0,0,sales,medium
Vera Webster,0.97,0.55,5.0,212.0,6.0,0,0,sales,high
Edwin Sanders,0.93,0.95,5.0,176.0,6.0,0,1,accounting,medium
Hettie Wheeler,0.5,1.0,5.0,264.0,8.0,0,1,accounting,high
Martha Vasquez,0.52,0.84,3.0,261.0,8.0,0,1,accounting,low
Adeline Watson,0.5,0.71,4.0,163.0,8.0,0,1,hr,medium
Frances Garcia,0.55,0.4,3.0,139.0,8.0,0,1,hr,medium
Isaiah Martinez,0.95,0.84,3.0,261.0,8.0,1,1,hr,medium
Evan Holmes,0.48,0.42,2.0,275.0,6.0,1,1,hr,medium
Abbie Cox,0.51,0.39,5.0,132.0,6.0,1,1,technical,low
Rose Howell,0.96,0.48,3.0,202.0,6.0,0,0,technical,low
Shawn Mendoza,0.97,0.84,4.0,177.0,6.0,0,0,technical,low
Isabella Burgess,0.97,0.66,5.0,234.0,6.0,0,0,technical,low
Eunice Mann,0.71,0.54,4.0,188.0,6.0,0,0,technical,low
Blake Reed,0.82,0.49,5.0,203.0,6.0,0,0,technical,low
Eddie Rodgers,0.57,1.0,4.0,227.0,10.0,0,0,technical,low
Allen Kelley,0.48,0.93,3.0,150.0,10.0,0,0,technical,low
Chester Pittman,0.71,0.64,3.0,267.0,3.0,0,0,technical,low
Minnie Ruiz,0.63,0.61,5.0,186.0,10.0,0,0,technical,low
Rosalie Sanchez,0.99,0.84,4.0,142.0,10.0,0,0,technical,high
Mabel Martin,0.79,0.83,3.0,126.0,10.0,1,0,support,low
Sallie Terry,0.65,0.85,4.0,201.0,10.0,0,0,support,low
Martin Little,0.7,0.85,4.0,142.0,2.0,0,0,support,low
Florence Douglas,0.99,0.94,4.0,167.0,4.0,0,0,support,low
Gordon Harmon,0.65,0.62,4.0,258.0,2.0,0,0,support,high
Micheal Hoffman,0.92,0.85,3.0,207.0,2.0,0,0,support,low
Cole King,0.24,0.5,4.0,282.0,4.0,1,0,support,low
Keith Wise,0.39,0.89,3.0,188.0,5.0,0,0,support,low
Victoria Jordan,0.82,0.85,3.0,214.0,2.0,0,0,support,high
Antonio Davidson,0.78,0.89,4.0,272.0,2.0,0,0,support,low
Lester Lawson,0.62,0.79,3.0,259.0,3.0,0,0,support,medium
Evelyn Hamilton,0.6,0.61,5.0,191.0,2.0,1,0,technical,high
Roy Flowers,0.49,0.57,3.0,192.0,3.0,0,0,technical,medium
Marguerite Hill,0.82,0.82,3.0,164.0,3.0,0,0,technical,high
Lillie Gray,0.48,0.81,4.0,149.0,2.0,0,0,management,medium
Adeline Gross,0.69,0.56,4.0,149.0,3.0,0,0,IT,medium
Brent Curtis,0.4,0.89,2.0,165.0,3.0,0,0,IT,medium
Connor Brady,0.72,0.8,3.0,222.0,3.0,0,0,IT,medium
Theresa Leonard,0.75,0.84,5.0,222.0,3.0,1,0,IT,medium
Clifford Hines,0.5,0.77,3.0,265.0,3.0,0,0,IT,medium
Mark Boone,0.78,0.5,5.0,247.0,4.0,0,0,product_mng,medium
Harry Steele,0.76,0.45,4.0,147.0,2.0,0,0,product_mng,medium
Ray Walton,0.94,0.52,3.0,273.0,3.0,0,0,product_mng,high
Elva Harrington,0.24,0.94,6.0,144.0,4.0,0,0,product_mng,low
Louise Peters,0.99,0.66,3.0,181.0,2.0,0,0,IT,medium
Josephine Scott,0.67,0.64,3.0,198.0,2.0,1,0,management,medium
Caleb Howell,0.76,0.57,5.0,255.0,4.0,0,0,management,medium
Gene Ramsey,0.76,0.77,4.0,169.0,10.0,0,0,management,medium
Hettie Lawrence,0.55,0.64,4.0,201.0,10.0,1,0,management,medium
Helena Bradley,0.74,0.6,4.0,274.0,10.0,1,0,management,medium
Antonio Herrera,0.81,0.85,4.0,134.0,10.0,1,0,management,medium
Winifred Rodriguez,0.98,0.67,3.0,190.0,10.0,0,0,IT,medium
Cory Davis,0.98,0.98,4.0,170.0,10.0,0,0,IT,medium
Herbert Farmer,0.58,0.91,3.0,154.0,10.0,0,0,product_mng,high
Marc Murphy,0.18,0.75,3.0,142.0,2.0,0,0,product_mng,low
Inez Henry,0.57,0.67,5.0,235.0,2.0,0,0,product_mng,low
Sarah Webb,0.7,0.62,3.0,110.0,3.0,0,0,product_mng,low
Millie Santos,0.49,0.77,3.0,211.0,3.0,0,0,IT,high
Effie Martin,0.7,0.56,4.0,214.0,3.0,0,1,management,medium
Oscar Patterson,0.16,0.93,5.0,210.0,7.0,0,1,management,medium
Rosie Edwards,0.58,0.59,3.0,207.0,7.0,0,1,management,medium
Ethan Chambers,0.66,0.57,4.0,161.0,7.0,0,1,management,medium
Katherine Kelly,0.51,0.55,2.0,102.0,7.0,0,1,management,medium
Ora Holt,0.48,0.84,4.0,186.0,7.0,0,1,management,medium
Ellen Thornton,0.56,0.71,3.0,211.0,6.0,0,1,marketing,low
Hannah Perry,0.81,0.62,3.0,240.0,6.0,0,1,sales,low
Lou Figueroa,0.57,0.7,4.0,237.0,6.0,0,0,accounting,low
Anthony Paul,0.66,0.53,3.0,164.0,6.0,0,0,support,low
Earl Ortiz,0.22,0.91,6.0,222.0,8.0,0,0,technical,low
Julia Graham,0.96,0.71,3.0,205.0,8.0,1,0,management,medium
Mike Douglas,0.87,0.88,4.0,140.0,8.0,0,0,marketing,medium
Chester Vaughn,0.61,0.42,2.0,103.0,8.0,0,0,marketing,medium
Carlos Holloway,0.66,0.85,3.0,178.0,8.0,1,0,marketing,medium
Cory Webb,0.9,0.51,4.0,137.0,6.0,0,0,sales,medium
Marian George,0.64,0.67,3.0,143.0,6.0,0,0,sales,medium
Rosalie Barnes,0.76,0.82,4.0,170.0,6.0,0,0,sales,medium
Bryan Lamb,0.97,0.41,5.0,135.0,6.0,0,0,sales,medium
Mark Bell,0.69,0.76,3.0,174.0,6.0,0,0,sales,medium
Maria Moss,0.98,0.55,3.0,166.0,6.0,1,0,sales,medium
Kevin Grant,0.18,0.61,5.0,174.0,6.0,0,0,sales,medium
Hattie Wong,0.62,0.91,3.0,251.0,10.0,0,0,sales,medium
Harriett Peters,0.29,0.37,6.0,187.0,10.0,1,0,sales,high
Vera Stevens,0.87,0.48,5.0,170.0,3.0,0,0,sales,low
Rosetta Leonard,0.91,0.64,3.0,241.0,10.0,0,0,sales,medium
Nathaniel James,0.53,0.79,3.0,221.0,10.0,1,0,sales,medium
Lillian Francis,0.69,0.73,4.0,257.0,10.0,1,0,sales,medium
Julian Dixon,0.14,0.58,4.0,275.0,10.0,0,0,sales,medium
Gene Sutton,0.7,0.77,4.0,245.0,2.0,0,0,sales,low
Lydia Jones,0.77,0.75,6.0,246.0,6.0,0,0,sales,low
Essie Greer,0.77,0.76,6.0,263.0,6.0,0,0,sales,low
Curtis Keller,0.76,0.99,3.0,133.0,4.0,0,0,sales,low
Myrtie Torres,0.66,0.49,4.0,157.0,3.0,0,0,sales,low
Glenn Goodman,0.5,0.95,3.0,198.0,4.0,0,0,accounting,low
Sophie Thornton,0.57,0.9,5.0,145.0,3.0,0,0,accounting,low
Lillian Clark,0.97,0.62,6.0,118.0,2.0,0,0,accounting,low
Alta Sullivan,0.26,0.99,5.0,184.0,5.0,0,0,hr,low
Kathryn Neal,0.72,0.62,3.0,243.0,2.0,1,0,hr,low
Myrtie Park,0.83,0.93,3.0,247.0,2.0,0,0,hr,low
Mittie Garcia,0.55,0.4,3.0,158.0,3.0,0,0,hr,low
Cynthia Gutierrez,0.77,0.74,5.0,243.0,2.0,0,0,technical,low
Georgia Barton,0.24,0.63,4.0,203.0,5.0,0,0,technical,low
Albert Carlson,0.8,0.96,3.0,161.0,3.0,0,0,technical,low
Mina Guerrero,0.5,0.59,4.0,214.0,3.0,1,0,technical,low
Lou Watson,0.66,0.59,4.0,179.0,3.0,0,0,technical,low
Eugenia Houston,0.66,0.77,4.0,188.0,2.0,0,0,technical,low
Tyler Weber,0.66,0.81,3.0,174.0,3.0,0,0,technical,low
Violet McKenzie,0.96,0.83,3.0,177.0,4.0,0,0,technical,low
Jesus Santos,0.75,0.94,5.0,194.0,4.0,0,0,technical,low
Lois Fox,0.78,0.77,3.0,244.0,2.0,0,0,technical,medium
Aaron Summers,0.57,0.82,4.0,269.0,2.0,0,0,technical,medium
Gene Phelps,0.78,0.68,2.0,159.0,3.0,1,0,support,medium
Blanche Schultz,0.57,0.88,4.0,140.0,2.0,0,0,support,medium
Cordelia Wade,0.84,0.56,5.0,224.0,2.0,0,0,support,medium
Christina Richardson,0.23,0.94,5.0,242.0,4.0,0,0,support,medium
Franklin Copeland,0.53,0.37,3.0,180.0,3.0,0,0,support,medium
Edith Cox,0.82,0.71,3.0,150.0,3.0,0,0,support,medium
Lee Hudson,0.59,0.64,5.0,269.0,3.0,0,0,support,medium
Francisco Stone,0.5,0.52,2.0,178.0,2.0,0,0,support,medium
Ethel Kennedy,1.0,0.74,2.0,187.0,3.0,0,0,support,medium
Lora Gregory,0.94,0.61,3.0,140.0,2.0,0,0,support,medium
Aaron Young,0.86,0.61,4.0,193.0,2.0,0,0,support,high
Benjamin Bailey,0.73,0.49,4.0,243.0,2.0,0,0,technical,low
Eunice Porter,0.49,0.94,3.0,144.0,3.0,1,0,technical,medium
Ian Morton,0.79,0.73,2.0,147.0,2.0,0,0,technical,medium
Isaiah Phillips,0.83,0.5,6.0,165.0,3.0,0,0,management,medium
William Harris,0.85,0.67,3.0,176.0,2.0,0,0,IT,medium
Lillie Paul,0.65,0.37,3.0,170.0,6.0,0,0,IT,low
Annie Goodwin,0.94,0.65,4.0,213.0,2.0,1,0,IT,low
Ethel Burton,0.76,0.81,4.0,242.0,2.0,0,0,IT,low
Lilly Barnes,0.77,0.54,4.0,139.0,3.0,1,0,IT,low
Tillie Estrada,0.77,0.91,4.0,239.0,3.0,1,0,product_mng,low
Rachel Hill,0.59,0.64,5.0,123.0,2.0,0,0,product_mng,low
Mabelle Miller,0.69,0.9,3.0,185.0,4.0,0,0,product_mng,low
George Atkins,0.51,0.85,4.0,186.0,2.0,0,0,product_mng,low
Nathan Willis,0.8,0.67,3.0,178.0,3.0,0,0,IT,low
Ann George,0.98,0.7,3.0,153.0,10.0,0,0,management,high
Brett Johnson,0.69,0.72,4.0,185.0,10.0,1,0,management,high
Vera Gregory,0.14,0.76,4.0,142.0,10.0,0,0,management,high
Dominic Allison,0.95,0.9,4.0,221.0,10.0,1,0,management,high
Patrick Hogan,0.53,0.61,3.0,148.0,10.0,0,0,management,high
Cordelia Shelton,0.64,0.52,5.0,258.0,10.0,1,0,management,high
Isaac Love,0.51,0.73,4.0,229.0,3.0,0,0,sales,low
Rena Thompson,0.36,0.73,2.0,111.0,2.0,0,0,sales,low
Barry Peters,0.62,0.97,2.0,271.0,3.0,0,0,sales,low
Helen Holland,0.98,0.58,4.0,133.0,3.0,0,0,sales,low
Mario Burke,0.53,0.7,4.0,223.0,3.0,0,0,sales,low
Lora Burns,0.8,0.95,4.0,272.0,2.0,0,0,sales,low
Johanna Barnett,0.73,0.77,3.0,233.0,3.0,0,0,sales,medium
Rebecca Berry,0.82,0.8,3.0,162.0,3.0,0,0,sales,medium
Derrick Cobb,0.62,0.75,5.0,165.0,4.0,0,0,sales,medium
Alejandro Osborne,0.87,0.48,5.0,242.0,3.0,0,0,sales,medium
Dorothy Dunn,0.43,0.65,4.0,124.0,2.0,0,0,sales,medium
Nora Terry,0.57,0.6,2.0,163.0,3.0,0,0,sales,medium
Olive Chambers,0.91,0.77,3.0,144.0,3.0,0,0,sales,medium
Mary Padilla,0.75,0.59,5.0,149.0,4.0,0,0,sales,medium
Marian Morton,0.76,0.8,5.0,217.0,2.0,0,0,sales,medium
Cameron Alexander,0.85,0.49,4.0,139.0,2.0,0,0,sales,medium
Antonio Doyle,0.56,0.67,3.0,270.0,2.0,0,0,sales,medium
Olga Powell,0.86,0.84,3.0,177.0,3.0,0,0,sales,medium
Ina Guerrero,0.21,0.43,5.0,175.0,2.0,1,0,sales,high
Anne Bridges,0.94,0.59,3.0,151.0,2.0,0,0,sales,low
Margaret Elliott,0.98,0.74,3.0,185.0,3.0,0,0,sales,medium
Allie Goodman,0.42,0.45,3.0,227.0,3.0,0,0,sales,medium
Gavin McDonald,0.98,0.89,4.0,218.0,2.0,0,0,sales,medium
Philip Henry,1.0,0.93,5.0,167.0,3.0,0,0,sales,medium
Daniel Bowers,0.95,0.52,3.0,183.0,2.0,1,0,sales,low
Bernice Hubbard,0.95,0.5,4.0,259.0,3.0,0,0,sales,low
Jimmy Ramsey,0.68,0.53,3.0,138.0,2.0,1,0,sales,low
Harold Gutierrez,0.64,0.38,5.0,122.0,4.0,0,0,sales,low
Evelyn Horton,0.24,0.62,6.0,225.0,6.0,0,0,sales,low
Marguerite McDonald,0.37,0.72,3.0,121.0,2.0,0,0,sales,low
Mittie Oliver,0.67,0.4,4.0,274.0,3.0,0,0,sales,low
Lina Ortega,0.86,0.89,4.0,153.0,4.0,0,0,sales,low
Cody Ball,0.43,0.38,3.0,119.0,2.0,0,0,sales,low
Hunter Fisher,0.67,0.67,4.0,141.0,2.0,1,0,sales,low
George Butler,0.92,0.6,4.0,161.0,3.0,0,0,IT,low
Mason Baker,0.43,0.46,2.0,186.0,2.0,0,0,product_mng,low
Bertha Walters,0.52,0.8,3.0,252.0,4.0,0,0,product_mng,low
Mable Sanders,0.16,0.42,3.0,182.0,3.0,1,0,product_mng,low
Floyd Stanley,0.49,0.6,4.0,264.0,2.0,1,0,product_mng,low
Bettie Lamb,0.37,0.63,4.0,167.0,3.0,0,0,IT,low
Luella Alvarez,0.98,0.68,5.0,171.0,3.0,0,0,management,high
Cora Moran,0.33,0.97,5.0,130.0,4.0,0,0,management,high
Rose Edwards,0.14,0.79,5.0,271.0,4.0,0,0,management,high
Glenn Owen,0.54,0.79,5.0,249.0,3.0,1,0,management,high
Florence Terry,0.63,0.48,4.0,180.0,4.0,0,0,management,high
Lillie Young,0.55,0.69,4.0,220.0,3.0,1,0,management,high
Harriett Munoz,0.84,0.53,3.0,210.0,4.0,1,0,marketing,medium
Barbara Larson,0.51,0.97,4.0,258.0,2.0,0,0,sales,medium
Troy Rodgers,0.15,0.75,3.0,150.0,4.0,0,1,accounting,medium
Minnie Simmons,0.97,0.79,5.0,259.0,3.0,0,1,support,medium
Ellen Reed,0.67,0.69,3.0,231.0,3.0,0,1,technical,medium
Alejandro Joseph,0.48,0.67,4.0,220.0,3.0,0,1,management,medium
Sam Reyes,0.69,0.58,4.0,149.0,3.0,0,1,marketing,medium
Amelia Gutierrez,0.6,0.62,3.0,238.0,4.0,0,1,marketing,medium
Lily Hodges,0.82,0.71,2.0,209.0,5.0,0,1,marketing,medium
Randall Fox,0.86,0.95,4.0,149.0,3.0,0,1,sales,medium
Linnie Valdez,0.69,0.59,4.0,264.0,3.0,0,0,sales,medium
Gilbert Barrett,0.87,0.87,5.0,207.0,2.0,0,0,sales,high
Carolyn Steele,0.17,0.78,3.0,239.0,6.0,0,0,sales,low
Betty Smith,0.94,0.51,6.0,239.0,5.0,0,0,sales,medium
Nannie Fisher,0.5,1.0,4.0,258.0,3.0,0,0,sales,medium
Jessie Horton,0.16,0.72,3.0,203.0,3.0,0,0,sales,medium
Noah Norman,0.89,0.99,2.0,258.0,3.0,0,0,sales,medium
Effie Rodgers,0.69,0.51,3.0,257.0,3.0,1,0,IT,low
Laura Carter,0.5,0.51,5.0,134.0,3.0,0,0,product_mng,low
Elijah Gutierrez,0.16,0.46,6.0,240.0,2.0,0,0,product_mng,low
Francisco Bryan,0.75,0.99,2.0,237.0,5.0,1,0,product_mng,low
Tom Huff,0.64,0.66,5.0,157.0,2.0,0,0,product_mng,low
Corey Ortega,0.78,0.43,4.0,275.0,3.0,0,0,IT,low
Nicholas Hawkins,0.81,0.74,2.0,228.0,3.0,0,0,management,high
Ronnie Griffith,0.55,0.58,3.0,254.0,2.0,0,0,management,high
Marian Morrison,0.53,0.53,4.0,257.0,2.0,0,0,management,high
Matilda Osborne,0.69,0.73,3.0,231.0,2.0,1,0,management,high
Catherine Fernandez,0.8,0.53,3.0,217.0,3.0,0,0,management,high
Carl Hampton,0.77,0.98,3.0,286.0,6.0,0,0,management,high
Lulu Maxwell,0.84,0.8,4.0,236.0,3.0,0,0,marketing,low
Eva Rose,0.64,0.55,4.0,215.0,2.0,0,0,sales,low
Theodore McCoy,0.78,0.57,4.0,157.0,3.0,0,0,accounting,low
Cecelia Nguyen,0.67,0.7,3.0,149.0,3.0,0,0,support,low
Chad Hodges,0.81,0.77,3.0,221.0,2.0,0,0,technical,low
Millie Christensen,0.91,0.82,4.0,238.0,2.0,0,0,management,low
Ophelia Becker,0.75,0.89,6.0,250.0,2.0,0,0,marketing,medium
Violet Douglas,0.78,0.96,3.0,202.0,4.0,1,0,marketing,medium
James Webster,0.54,0.52,4.0,173.0,2.0,0,0,marketing,medium
Rodney Murphy,0.77,0.71,5.0,250.0,3.0,1,0,sales,medium
Ray Bates,0.89,0.63,4.0,270.0,3.0,1,0,sales,medium
William Jacobs,0.16,0.98,3.0,232.0,5.0,0,0,sales,medium
Edward Bailey,0.77,0.99,4.0,260.0,3.0,0,0,sales,medium
Gertrude Ballard,0.69,0.48,5.0,232.0,4.0,0,0,sales,medium
Lucas Moreno,0.61,0.81,4.0,134.0,3.0,0,0,sales,medium
Virginia Martinez,0.59,0.81,4.0,189.0,3.0,0,0,sales,medium
Douglas West,0.58,0.8,4.0,113.0,3.0,0,0,IT,medium
Jon Shelton,0.88,0.67,5.0,264.0,3.0,0,0,product_mng,medium
Isaiah Franklin,0.51,0.63,5.0,260.0,2.0,0,0,product_mng,high
Nathan Blake,0.31,0.7,3.0,132.0,3.0,0,0,product_mng,low
Lily Terry,0.52,0.52,4.0,168.0,3.0,0,0,product_mng,medium
Jesus Alvarado,0.57,0.46,3.0,186.0,3.0,1,0,IT,medium
Adam Daniel,0.5,0.77,3.0,267.0,2.0,0,0,management,high
Brent Marsh,0.74,0.63,3.0,180.0,3.0,0,0,management,high
William Patrick,0.74,0.77,3.0,211.0,3.0,0,0,management,high
Lina Perry,0.82,0.51,2.0,268.0,2.0,0,0,management,high
Pauline Fuller,0.74,0.71,3.0,206.0,3.0,0,0,management,high
Isaiah Cortez,0.2,0.59,6.0,113.0,3.0,0,0,management,high
Tom Bennett,0.63,0.48,4.0,179.0,3.0,0,0,marketing,low
Francis Thornton,0.19,0.8,6.0,157.0,6.0,1,0,sales,low
Jonathan Sparks,0.4,0.62,4.0,127.0,5.0,0,0,accounting,low
Frederick Mathis,0.71,0.37,2.0,179.0,5.0,0,1,support,low
Seth Rogers,0.84,0.73,4.0,197.0,3.0,0,1,technical,low
Ola Norman,0.59,0.84,4.0,251.0,4.0,1,1,management,low
Lou Henry,0.57,0.85,4.0,250.0,3.0,1,1,marketing,low
Trevor Henry,0.81,0.61,2.0,176.0,5.0,0,1,marketing,low
Francisco Hansen,0.8,0.7,4.0,246.0,3.0,0,1,marketing,low
Belle Santos,0.49,0.66,3.0,155.0,3.0,0,1,sales,low
Francis Romero,0.55,0.64,3.0,178.0,2.0,0,1,sales,low
Max Hammond,0.68,0.4,3.0,213.0,5.0,1,1,sales,low
Emily Reynolds,0.55,0.67,3.0,150.0,2.0,0,1,sales,low
Frances Pittman,0.59,0.62,3.0,166.0,2.0,0,0,sales,low
Brandon George,0.91,0.8,5.0,169.0,4.0,0,0,sales,low
Gussie Murphy,0.48,0.9,4.0,208.0,3.0,0,0,sales,low
Kevin Bass,0.84,0.66,3.0,209.0,2.0,0,0,sales,low
Loretta Norton,0.73,0.54,4.0,167.0,3.0,0,0,IT,medium
Sue Morrison,0.28,0.59,6.0,281.0,3.0,0,0,product_mng,medium
Cody Waters,0.77,0.65,3.0,156.0,4.0,0,0,product_mng,medium
Gavin McCarthy,0.67,0.65,3.0,265.0,3.0,0,0,product_mng,medium
Virgie Sandoval,0.5,0.53,3.0,142.0,3.0,1,0,product_mng,medium
Henry Hammond,0.32,0.47,3.0,143.0,4.0,0,0,IT,medium
Myra Perez,0.57,0.78,3.0,134.0,3.0,0,0,RandD,medium
Vernon Edwards,0.51,0.8,5.0,268.0,3.0,0,0,RandD,medium
Bobby Marshall,0.61,0.6,3.0,255.0,2.0,0,0,RandD,medium
Leona Hale,0.83,0.73,4.0,157.0,2.0,0,0,RandD,medium
