EmpName,left,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
Luis Reynolds,0,0.63,0.93,4.0,233.0,3.0,0,0,IT,medium
Alta Roy,0,0.45,0.64,3.0,169.0,10.0,0,0,IT,medium
Earl Lowe,0,0.77,0.64,3.0,190.0,10.0,1,0,IT,medium
Bill Norris,0,0.77,0.63,4.0,236.0,7.0,0,0,IT,medium
Terry McCormick,0,0.5,0.92,4.0,266.0,7.0,0,0,product_mng,medium
Landon Estrada,0,0.45,0.42,4.0,156.0,7.0,0,0,product_mng,high
Polly Bradley,0,0.81,0.47,4.0,153.0,7.0,0,0,product_mng,low
Minerva Ramsey,0,0.83,0.67,3.0,175.0,3.0,0,0,product_mng,medium
Gary Schneider,0,0.47,0.76,6.0,174.0,10.0,0,0,IT,medium
Max McLaughlin,0,0.25,0.89,4.0,154.0,10.0,0,0,management,high
Stephen Perry,0,0.89,0.55,5.0,251.0,10.0,0,0,management,high
Ora Gonzalez,0,0.97,0.57,3.0,164.0,10.0,0,0,management,high
Alice Woods,0,0.6,0.65,2.0,225.0,10.0,0,0,management,high
Max Blair,0,0.67,0.72,2.0,134.0,10.0,0,0,management,high
Marvin Chapman,0,0.89,0.77,3.0,144.0,3.0,0,0,management,high
Bradley Wallace,0,0.6,0.91,5.0,211.0,3.0,0,0,sales,low
Frances Hall,0,0.64,0.79,4.0,139.0,3.0,0,0,sales,low
Lucile Norris,0,0.57,0.66,3.0,268.0,3.0,0,0,sales,low
Lora Benson,0,0.56,0.98,5.0,171.0,3.0,1,0,sales,low
Inez Bryan,0,0.6,0.9,4.0,260.0,2.0,0,0,sales,medium
Zachary Ellis,0,0.17,0.66,6.0,224.0,3.0,0,0,sales,medium
Albert Foster,0,0.74,0.49,4.0,233.0,3.0,0,0,sales,medium
Georgia Collins,0,0.44,0.41,3.0,125.0,7.0,0,0,sales,medium
Seth Watson,0,0.51,0.89,4.0,233.0,7.0,0,0,sales,medium
Hallie Coleman,0,0.86,0.57,3.0,162.0,7.0,0,0,sales,medium
Roger Clayton,0,0.96,0.48,4.0,198.0,7.0,0,0,sales,medium
Blake Hunter,0,0.87,0.82,4.0,198.0,7.0,0,0,sales,medium
Isabelle Fitzgerald,0,0.58,0.79,3.0,243.0,3.0,1,0,sales,medium
George Hernandez,0,0.24,0.56,4.0,281.0,7.0,0,0,sales,medium
Bryan Walsh,0,0.42,0.8,4.0,259.0,7.0,1,0,sales,medium
Frank Stevens,0,0.65,0.94,4.0,184.0,7.0,0,0,sales,medium
Joseph Holt,0,0.73,0.92,6.0,189.0,3.0,1,0,sales,medium
Stella Huff,0,0.63,0.6,4.0,258.0,3.0,0,0,sales,medium
Miguel Jackson,0,0.95,0.48,4.0,225.0,3.0,0,0,sales,medium
Caleb Gutierrez,0,0.52,0.83,5.0,145.0,3.0,0,0,sales,medium
Philip Woods,0,0.96,0.55,3.0,164.0,3.0,0,0,sales,medium
Catherine Harrington,0,0.66,0.51,4.0,254.0,2.0,0,0,sales,medium
Steven Chambers,0,0.98,0.44,4.0,154.0,6.0,1,0,sales,medium
Jackson Terry,0,0.56,0.79,5.0,248.0,3.0,0,0,sales,medium
Effie Atkins,0,0.97,0.54,3.0,154.0,8.0,1,0,sales,medium
Bill Allison,0,0.72,0.92,3.0,242.0,8.0,0,0,sales,medium
Marcus Carson,0,0.74,0.78,4.0,194.0,8.0,0,0,sales,medium
Andrew Gilbert,0,0.2,0.6,5.0,261.0,8.0,0,0,sales,medium
Aaron Klein,0,0.73,0.56,3.0,245.0,8.0,0,0,sales,medium
Marcus Tran,0,0.76,0.79,3.0,247.0,3.0,0,0,sales,low
Brent Moreno,0,0.65,0.54,4.0,147.0,10.0,0,0,sales,low
Ethel Douglas,0,0.66,0.5,3.0,139.0,10.0,1,0,sales,low
Jessie Yates,0,0.96,0.97,6.0,137.0,10.0,0,0,sales,low
Allie May,0,0.57,0.55,4.0,177.0,8.0,0,0,sales,low
Ora Holloway,0,0.61,0.82,4.0,184.0,8.0,0,0,IT,low
Amanda Colon,0,0.57,0.69,3.0,212.0,8.0,0,0,product_mng,low
Danny Washington,0,0.59,0.47,3.0,159.0,4.0,0,0,product_mng,low
Paul Hunter,0,0.92,0.68,4.0,178.0,3.0,0,0,product_mng,low
Victor Hammond,0,0.79,0.56,3.0,149.0,10.0,0,0,product_mng,low
Elva Ballard,0,0.95,0.66,4.0,223.0,10.0,0,0,IT,low
Ollie Ramirez,0,0.24,0.81,6.0,263.0,7.0,0,0,management,high
Warren Phelps,0,0.49,0.52,4.0,161.0,7.0,0,0,management,high
Alejandro Thompson,0,0.49,0.68,3.0,192.0,7.0,0,0,management,high
Louis Ross,0,0.97,0.51,5.0,215.0,7.0,0,0,management,high
Marian Fletcher,0,0.55,0.78,4.0,261.0,3.0,0,0,management,high
Lora Townsend,0,0.76,0.56,5.0,222.0,10.0,0,0,management,high
Emily Wise,0,0.53,0.99,3.0,223.0,10.0,0,0,marketing,low
Howard Lewis,0,0.51,0.86,3.0,182.0,10.0,0,0,sales,low
Donald Herrera,0,0.57,0.93,2.0,204.0,10.0,0,0,accounting,low
Samuel Perez,0,0.58,0.91,3.0,195.0,10.0,0,0,support,low
Chase Higgins,0,0.6,0.98,4.0,146.0,10.0,0,0,technical,low
Glenn Ramirez,0,0.65,0.74,4.0,233.0,4.0,1,0,management,low
Aiden Carroll,0,0.91,0.75,2.0,147.0,3.0,0,0,marketing,low
Alfred Brooks,0,0.65,0.55,3.0,156.0,5.0,0,0,marketing,low
Aaron Cohen,0,0.18,0.49,3.0,240.0,2.0,1,0,marketing,low
Esther Gross,0,0.66,0.9,4.0,177.0,7.0,0,0,sales,low
Caleb Zimmerman,0,0.78,0.8,3.0,135.0,7.0,0,0,sales,medium
Peter Blair,0,0.82,0.65,5.0,178.0,7.0,1,0,sales,medium
Addie Patton,0,0.54,0.64,3.0,190.0,7.0,0,0,sales,medium
Caleb Berry,0,0.95,0.84,3.0,240.0,7.0,0,0,sales,medium
Robert Doyle,0,0.65,0.85,4.0,172.0,3.0,0,0,sales,medium
Arthur Owens,0,0.83,0.55,3.0,271.0,7.0,0,0,sales,medium
Jimmy Townsend,0,0.15,0.6,5.0,188.0,7.0,0,0,sales,medium
Martin Harvey,0,0.59,0.59,4.0,197.0,7.0,0,0,IT,medium
Curtis Rios,0,0.99,0.94,5.0,151.0,3.0,0,0,product_mng,medium
Belle Delgado,0,0.76,0.72,3.0,263.0,3.0,0,0,product_mng,medium
Julia Chambers,0,0.64,0.67,2.0,223.0,3.0,0,0,product_mng,medium
Fanny Sullivan,0,0.95,0.75,4.0,151.0,3.0,0,0,product_mng,medium
Georgie Logan,0,0.53,0.66,3.0,191.0,3.0,0,0,IT,high
Joseph Sandoval,0,0.59,0.5,2.0,162.0,2.0,0,0,management,high
Nora Glover,0,0.69,0.86,5.0,195.0,6.0,0,0,management,high
Clyde Patrick,0,0.5,0.49,4.0,222.0,3.0,0,0,management,high
Benjamin Robinson,0,0.89,0.96,3.0,179.0,8.0,0,0,management,high
Lewis Hopkins,0,0.56,0.39,3.0,106.0,8.0,0,0,management,high
Gerald West,0,0.77,0.68,3.0,214.0,8.0,1,0,management,high
Ian Abbott,0,0.15,0.75,3.0,259.0,8.0,1,0,marketing,high
Kyle Lucas,0,0.88,0.58,3.0,145.0,8.0,0,0,sales,low
Rena Maldonado,0,0.89,0.86,4.0,153.0,3.0,0,0,accounting,low
Brandon Stewart,0,0.65,0.52,2.0,117.0,10.0,1,0,support,low
Henry Patrick,0,0.58,0.99,3.0,207.0,10.0,0,0,technical,low
Ryan Lynch,0,0.56,0.85,3.0,265.0,10.0,1,0,management,low
Lewis Herrera,0,0.25,0.72,5.0,279.0,8.0,0,0,marketing,low
Craig Cortez,0,0.87,0.89,4.0,225.0,8.0,0,0,marketing,low
Elnora Haynes,0,0.62,0.4,3.0,158.0,8.0,1,0,marketing,low
Dennis Patton,0,0.72,0.75,4.0,211.0,4.0,0,0,sales,medium
Ruby Montgomery,0,0.49,0.94,4.0,175.0,3.0,0,0,sales,medium
Pauline Clarke,0,0.57,0.91,4.0,224.0,10.0,0,0,sales,medium
Esther Rose,0,0.63,0.65,3.0,190.0,10.0,0,0,sales,medium
Luis Evans,0,0.91,0.63,5.0,240.0,7.0,0,0,sales,medium
Chris Hunter,0,0.7,0.68,5.0,225.0,7.0,0,0,sales,medium
Nelle Abbott,0,0.66,0.95,5.0,192.0,7.0,0,0,sales,medium
Isaiah Wood,0,0.77,0.48,5.0,262.0,7.0,0,0,IT,medium
Kate Cox,0,0.68,0.97,3.0,250.0,3.0,1,0,product_mng,medium
Corey Harvey,0,0.34,0.46,3.0,155.0,10.0,0,0,product_mng,medium
Patrick Gregory,0,0.97,0.64,4.0,238.0,10.0,1,0,product_mng,medium
Micheal Perkins,0,0.57,0.75,4.0,249.0,10.0,0,0,product_mng,medium
Joel George,0,0.66,0.65,3.0,272.0,10.0,0,0,IT,medium
Eugenia Reyes,0,0.68,0.67,4.0,162.0,10.0,0,0,management,high
Calvin White,0,0.49,0.78,4.0,254.0,10.0,0,0,management,high
Landon Guerrero,0,0.72,0.66,4.0,184.0,3.0,0,0,management,high
Ralph Chavez,0,0.77,0.89,4.0,269.0,10.0,0,0,management,high
Franklin Frazier,0,0.77,0.73,3.0,201.0,10.0,0,0,management,high
Bettie Hanson,0,0.59,0.73,4.0,247.0,10.0,0,0,management,high
Birdie Peterson,0,0.41,0.67,6.0,221.0,10.0,0,0,marketing,medium
Julia Little,0,0.94,0.64,5.0,247.0,10.0,0,0,sales,medium
Frances Ball,0,0.91,0.61,4.0,135.0,10.0,0,0,accounting,medium
Rosetta Sanchez,0,0.7,0.84,3.0,260.0,4.0,1,0,support,medium
Rena Torres,0,0.51,0.52,3.0,188.0,3.0,0,0,technical,high
Addie Davidson,0,0.22,0.7,4.0,159.0,5.0,0,0,management,low
George Cortez,0,0.69,0.65,3.0,153.0,2.0,0,0,marketing,medium
Rachel Wood,0,0.2,0.68,5.0,167.0,7.0,0,0,marketing,medium
Lelia Mitchell,0,0.9,0.85,3.0,158.0,7.0,0,0,marketing,medium
Jesse Vasquez,0,0.76,0.85,3.0,180.0,7.0,0,0,sales,medium
Albert Schwartz,0,0.88,0.51,3.0,211.0,7.0,0,0,sales,medium
Leila Webster,0,0.31,0.63,4.0,104.0,7.0,1,0,sales,medium
Susan Gomez,0,0.17,0.66,6.0,174.0,3.0,0,0,sales,medium
Alvin Elliott,0,0.91,0.77,3.0,195.0,7.0,0,0,sales,medium
Steve Cross,0,0.97,0.38,5.0,211.0,7.0,1,0,sales,medium
Isaac Delgado,0,0.61,0.77,5.0,232.0,7.0,0,0,sales,medium
Hunter Estrada,0,0.74,0.67,5.0,216.0,3.0,0,0,sales,low
Ollie Rodgers,0,0.65,0.82,5.0,265.0,3.0,0,0,IT,low
Ricardo Anderson,0,0.87,0.73,5.0,184.0,3.0,0,0,product_mng,low
Helen Wells,0,0.56,0.71,5.0,244.0,3.0,0,0,product_mng,low
Roy Tran,0,0.78,0.69,4.0,202.0,3.0,0,0,product_mng,low
Philip Baldwin,0,0.73,0.57,3.0,146.0,2.0,0,0,product_mng,low
Ora Christensen,0,0.66,0.78,4.0,161.0,6.0,0,0,IT,low
Leah Huff,0,0.15,0.81,5.0,280.0,3.0,1,0,RandD,high
Jimmy Harmon,0,0.52,0.69,5.0,208.0,8.0,1,0,RandD,low
Dominic Peterson,0,0.44,0.66,6.0,134.0,8.0,0,0,RandD,high
Elnora Garrett,0,0.7,0.7,3.0,162.0,8.0,0,0,RandD,high
Raymond Anderson,0,0.63,0.52,5.0,209.0,8.0,1,0,RandD,low
Leo Wong,0,0.89,0.59,3.0,265.0,8.0,0,0,RandD,low
Sadie Huff,0,0.96,0.85,4.0,173.0,3.0,0,0,marketing,high
Logan McLaughlin,0,0.98,0.99,4.0,261.0,10.0,1,0,sales,low
Hettie Waters,0,0.62,0.82,3.0,204.0,10.0,0,0,accounting,medium
Daniel Brooks,0,0.62,0.73,3.0,144.0,10.0,1,0,support,high
Victor Fisher,0,0.69,0.43,5.0,113.0,8.0,0,0,technical,medium
Victor Huff,0,0.5,0.91,4.0,144.0,8.0,0,0,management,medium
Marion Clarke,0,0.71,0.93,5.0,140.0,8.0,0,0,marketing,medium
Joshua Mack,0,0.5,0.68,3.0,245.0,4.0,0,0,marketing,medium
Clifford Howell,0,0.93,0.6,3.0,188.0,3.0,0,0,marketing,high
Callie Caldwell,0,0.95,0.77,5.0,199.0,10.0,1,0,sales,medium
Leila Hampton,0,0.17,0.61,6.0,154.0,10.0,1,0,sales,medium
Angel McDaniel,0,0.92,0.68,4.0,138.0,7.0,0,0,sales,medium
Jennie Bailey,0,0.64,0.48,3.0,147.0,7.0,0,0,sales,high
Cora Hunt,0,0.27,0.42,6.0,173.0,7.0,0,0,sales,medium
Adrian Mendoza,0,0.66,0.87,3.0,223.0,7.0,0,0,sales,high
Addie Wilkins,0,0.59,0.69,3.0,200.0,3.0,0,0,sales,low
Philip Williamson,0,0.93,0.98,4.0,189.0,10.0,0,0,sales,medium
Elsie Carter,0,0.58,0.67,5.0,133.0,10.0,0,0,technical,medium
Johnny Reid,0,0.96,0.6,3.0,160.0,10.0,0,0,support,medium
Leona Jacobs,0,0.69,0.85,3.0,153.0,10.0,0,0,support,medium
Ronald Guerrero,0,0.41,0.38,4.0,142.0,10.0,1,0,support,low
Vincent Adams,0,0.36,0.41,3.0,167.0,10.0,0,0,support,low
Ivan Hughes,0,0.71,0.78,4.0,227.0,2.0,0,0,support,low
Bruce George,0,0.94,0.9,4.0,144.0,4.0,0,0,support,low
Herbert Parks,0,0.51,0.76,4.0,140.0,3.0,0,0,support,low
Louis Dawson,0,0.83,0.48,4.0,220.0,3.0,1,0,support,low
Ola Dennis,0,0.22,0.62,3.0,180.0,3.0,0,0,support,low
Aaron Banks,0,0.66,0.89,4.0,173.0,4.0,0,0,support,low
Clara Garcia,0,0.14,0.58,3.0,179.0,5.0,0,0,support,low
Alta Parker,0,0.16,0.96,5.0,137.0,5.0,1,0,technical,low
Willie McCarthy,0,0.81,0.78,3.0,165.0,3.0,0,0,technical,high
Myra Peterson,0,0.73,0.94,3.0,177.0,3.0,0,0,technical,low
Hester Sanders,0,0.7,0.58,5.0,168.0,3.0,0,0,management,low
Larry Park,0,0.62,0.73,3.0,245.0,4.0,0,0,IT,low
Clara Hall,0,0.5,0.83,5.0,258.0,2.0,0,0,IT,low
Etta Phelps,0,0.7,0.88,3.0,159.0,2.0,0,0,IT,high
Harvey Wells,0,0.53,0.73,3.0,163.0,3.0,1,0,IT,low
Celia Rodriquez,0,0.87,0.9,3.0,174.0,2.0,0,0,IT,low
Jorge Ruiz,0,0.59,0.6,3.0,214.0,2.0,1,0,product_mng,low
Millie Soto,0,0.94,0.67,4.0,191.0,3.0,1,0,product_mng,high
Barry Turner,0,0.2,0.53,5.0,272.0,5.0,0,0,product_mng,low
Jack Martinez,0,0.42,0.44,3.0,183.0,2.0,0,0,product_mng,medium
Joe Sutton,0,0.43,0.66,4.0,135.0,2.0,0,0,IT,high
Essie Copeland,0,0.43,0.76,6.0,154.0,2.0,0,0,management,high
Ryan Mack,0,0.77,0.86,5.0,238.0,3.0,0,0,management,high
Lottie Ward,0,0.76,0.98,2.0,235.0,3.0,0,0,management,high
Wesley Rodgers,0,0.82,0.9,3.0,215.0,4.0,0,0,management,high
Henry Garrett,0,0.75,0.66,5.0,234.0,2.0,0,0,management,high
Edgar Cannon,0,0.63,0.98,4.0,187.0,3.0,0,0,management,high
Clifford Powell,0,0.51,0.75,3.0,133.0,3.0,0,0,sales,medium
Lena Harvey,0,0.23,0.7,3.0,123.0,5.0,0,0,sales,medium
Noah Webb,0,0.77,0.58,4.0,202.0,3.0,0,0,sales,medium
Nicholas Lawson,0,0.54,0.63,4.0,140.0,3.0,0,0,sales,medium
Bill Norton,0,0.63,0.85,4.0,182.0,3.0,1,0,sales,high
Olivia Brooks,0,0.55,0.45,3.0,179.0,2.0,1,0,sales,low
Luke Goodwin,0,0.31,0.63,3.0,150.0,3.0,1,0,sales,medium
Abbie Anderson,0,0.98,0.74,4.0,151.0,3.0,0,0,sales,medium
Ruth Drake,0,0.16,0.95,6.0,117.0,7.0,0,0,sales,medium
Russell Park,0,0.54,0.78,3.0,156.0,7.0,0,0,sales,medium
Mason Stewart,0,0.73,0.48,3.0,211.0,7.0,0,0,sales,medium
Ollie Torres,0,0.16,0.63,6.0,286.0,7.0,0,1,sales,medium
Larry Wagner,0,0.57,0.82,5.0,233.0,7.0,0,1,sales,medium
Louis Ford,0,0.88,0.88,4.0,222.0,3.0,1,1,sales,medium
Samuel Owen,0,0.95,0.81,4.0,258.0,7.0,0,1,sales,medium
Sallie Burke,0,0.93,0.7,5.0,231.0,7.0,0,1,sales,high
Irene Daniels,0,0.91,0.58,3.0,220.0,7.0,0,1,sales,low
Justin Clarke,0,0.77,0.82,4.0,134.0,3.0,0,1,sales,low
Stanley Hogan,0,0.24,0.94,6.0,141.0,3.0,1,0,sales,low
Miguel Christensen,0,0.74,0.74,5.0,160.0,3.0,1,0,sales,high
Gary Jensen,0,0.53,0.59,4.0,259.0,3.0,0,0,sales,low
Maria Hunt,0,0.89,0.77,5.0,232.0,3.0,0,0,sales,low
Janie Conner,0,0.23,0.77,5.0,272.0,2.0,0,0,sales,low
Landon Jordan,0,0.69,0.66,3.0,215.0,6.0,0,0,sales,high
Corey Young,0,0.52,0.72,4.0,222.0,3.0,0,0,sales,low
Luke Caldwell,0,0.9,0.58,3.0,244.0,8.0,0,0,sales,low
Aaron Allen,0,0.92,0.63,5.0,224.0,8.0,1,0,sales,low
Jerome Casey,0,0.72,0.59,5.0,200.0,8.0,1,0,sales,low
Estella Gray,0,0.92,0.61,4.0,143.0,8.0,0,0,sales,low
Julia Love,0,0.79,0.86,5.0,238.0,8.0,0,0,sales,low
Oscar Hunt,0,0.48,0.89,4.0,145.0,3.0,0,0,sales,low
Jorge Stevens,0,0.27,0.76,4.0,108.0,10.0,0,0,sales,medium
Curtis Barker,0,0.67,0.49,3.0,247.0,10.0,0,0,sales,medium
Charlotte Payne,0,0.48,0.7,3.0,213.0,10.0,0,0,sales,medium
Millie Garrett,0,0.99,0.6,4.0,209.0,8.0,1,0,IT,medium
Jeffery McKinney,0,0.49,0.88,4.0,240.0,8.0,0,0,product_mng,medium
Henrietta Frazier,0,0.39,0.45,3.0,100.0,8.0,1,0,product_mng,medium
Jon Bennett,0,0.99,0.92,4.0,265.0,4.0,1,0,product_mng,medium
Bertha Daniel,0,0.78,0.57,3.0,209.0,3.0,0,0,product_mng,medium
Gregory Hale,0,0.5,0.73,3.0,154.0,10.0,0,0,IT,medium
Lucille Freeman,0,0.61,0.79,5.0,230.0,10.0,0,0,management,high
Logan Hampton,0,0.88,0.6,4.0,208.0,7.0,0,1,management,high
Ethel Henderson,0,0.44,0.44,2.0,141.0,7.0,1,1,management,high
Vernon Kelly,0,0.73,0.78,3.0,262.0,7.0,1,1,management,high
Corey Bowen,0,0.58,0.84,4.0,206.0,7.0,0,1,management,high
Delia Lane,0,0.74,0.98,3.0,166.0,3.0,1,1,management,high
Ian Sanders,0,0.32,0.48,4.0,117.0,10.0,0,1,marketing,medium
Ryan Stevenson,0,0.88,0.83,4.0,273.0,10.0,0,0,sales,medium
Jimmy Mitchell,0,0.81,0.9,4.0,270.0,10.0,0,0,accounting,medium
Rena Parks,0,0.59,0.92,3.0,138.0,10.0,0,0,support,low
Ida Peterson,0,0.79,0.65,3.0,235.0,10.0,0,0,technical,low
Alex Cooper,0,0.92,0.64,4.0,190.0,10.0,1,0,management,low
Emilie Austin,0,0.76,0.85,3.0,192.0,3.0,0,0,marketing,low
Willie McDonald,0,0.91,0.65,5.0,214.0,3.0,1,0,marketing,low
Austin Green,0,0.8,0.84,4.0,242.0,2.0,1,0,marketing,low
Florence Gordon,0,0.73,0.72,4.0,233.0,2.0,0,0,sales,low
Shawn Carson,0,0.88,0.53,3.0,218.0,4.0,0,0,sales,low
Dollie Hall,0,0.65,0.4,5.0,125.0,4.0,0,0,sales,low
Ruby Harrington,0,0.84,0.5,4.0,178.0,2.0,0,0,sales,low
Isaiah Alexander,0,0.93,0.5,5.0,272.0,3.0,0,0,sales,low
Jeremiah Steele,0,0.64,0.6,3.0,265.0,4.0,0,0,sales,low
Maud Russell,0,0.66,0.72,4.0,271.0,3.0,0,0,sales,low
Mike May,0,0.76,0.56,3.0,179.0,3.0,1,0,sales,low
Eunice Ford,0,0.34,0.72,3.0,118.0,4.0,0,0,IT,low
Clifford Carlson,0,0.48,0.8,4.0,196.0,5.0,0,0,product_mng,low
Isabel Chavez,0,0.79,0.61,4.0,173.0,2.0,0,0,product_mng,low
Frances Reeves,0,0.82,0.67,4.0,156.0,3.0,0,0,product_mng,low
Adelaide Nguyen,0,0.51,0.71,2.0,180.0,3.0,0,0,product_mng,low
Hettie West,0,0.84,0.78,4.0,263.0,3.0,0,0,IT,low
Sylvia Oliver,0,0.66,0.79,5.0,134.0,3.0,0,0,management,high
Augusta Wade,0,0.72,0.88,3.0,189.0,3.0,1,0,management,high
Kevin Holmes,0,0.53,0.91,4.0,167.0,4.0,0,0,management,high
Frank Wood,0,0.81,0.8,5.0,132.0,2.0,1,0,management,high
Dean Jones,0,0.58,0.9,3.0,209.0,2.0,0,0,management,high
Hettie Barton,0,0.82,0.56,2.0,227.0,5.0,1,0,management,high
Myra Webster,0,0.72,0.99,4.0,239.0,3.0,0,0,marketing,medium
Marguerite Hamilton,0,0.9,0.54,4.0,172.0,4.0,0,0,sales,medium
Elsie Bowen,0,0.98,0.91,3.0,188.0,4.0,0,0,accounting,medium
Nathan Riley,0,0.56,0.74,3.0,265.0,3.0,0,0,support,medium
Alice Santos,0,0.77,0.82,3.0,153.0,3.0,1,0,technical,medium
Derek Wagner,0,0.61,0.89,4.0,242.0,2.0,0,0,management,medium
Christian Massey,0,0.97,0.61,4.0,262.0,3.0,1,1,marketing,medium
Caleb Castillo,0,0.64,0.55,3.0,246.0,2.0,0,1,marketing,high
Joe Pittman,0,0.99,0.97,4.0,211.0,2.0,0,1,marketing,low
Franklin Chapman,0,0.61,0.42,3.0,145.0,4.0,0,1,sales,medium
Brent Haynes,0,0.72,0.71,4.0,256.0,3.0,0,1,sales,medium
Bernice Matthews,0,0.67,0.91,2.0,245.0,2.0,1,1,sales,medium
Warren Norris,0,0.9,0.56,3.0,151.0,3.0,0,0,sales,medium
Austin Ford,0,0.9,0.73,4.0,245.0,2.0,0,0,sales,low
Shawn Barber,0,0.63,0.61,4.0,171.0,3.0,0,0,sales,low
Nathan Lambert,0,0.64,0.88,3.0,252.0,2.0,0,0,sales,low
Genevieve Malone,0,0.44,0.65,3.0,175.0,2.0,0,0,IT,low
Birdie Chandler,0,0.64,0.94,4.0,210.0,3.0,0,0,product_mng,low
Augusta McCoy,0,0.65,0.95,2.0,180.0,2.0,0,0,product_mng,low
Lillie Williams,0,0.69,0.9,5.0,103.0,5.0,0,0,product_mng,low
Winnie Bailey,0,0.93,0.51,4.0,110.0,3.0,0,0,product_mng,low
Maude Perkins,0,0.73,0.9,5.0,184.0,3.0,0,0,IT,low
Cole Miller,0,0.83,0.6,4.0,161.0,2.0,0,0,management,high
Dale Simmons,0,0.82,0.49,5.0,210.0,3.0,0,0,management,high
Mayme Haynes,0,0.39,0.91,2.0,212.0,2.0,0,0,management,high
Howard Harmon,0,0.53,0.47,6.0,106.0,6.0,0,0,management,high
Celia Burton,0,0.88,0.81,4.0,179.0,3.0,0,0,management,high
Ida Griffin,0,0.8,0.6,5.0,217.0,3.0,0,0,management,high
Bertie Chapman,0,0.68,0.79,4.0,184.0,3.0,0,0,marketing,low
Olive McCarthy,0,0.66,0.6,3.0,210.0,2.0,0,0,sales,low
Austin Harrington,0,0.61,0.61,4.0,246.0,2.0,0,0,accounting,low
Francis Myers,0,0.74,0.55,4.0,262.0,3.0,0,0,support,low
Nicholas Stone,0,0.61,0.83,4.0,245.0,3.0,1,1,technical,low
Tom Barton,0,0.57,0.99,3.0,222.0,3.0,1,1,management,low
Myrtle Herrera,0,0.68,0.54,4.0,146.0,4.0,0,1,marketing,medium
Adam Moreno,0,0.75,0.79,4.0,263.0,3.0,0,1,marketing,medium
Nathaniel Phillips,0,0.29,0.57,5.0,134.0,2.0,0,1,marketing,medium
Shane Parks,0,0.81,0.81,5.0,250.0,4.0,0,1,sales,medium
Terry Montgomery,0,0.53,0.68,4.0,173.0,3.0,0,0,sales,medium
Francis Sanders,0,0.42,0.96,6.0,173.0,3.0,0,0,sales,medium
Mattie Frank,0,0.64,0.67,4.0,252.0,3.0,1,0,sales,medium
Jerry Harrison,0,0.63,0.5,2.0,230.0,4.0,0,0,sales,medium
Ethan Sanders,0,0.81,0.81,4.0,212.0,2.0,1,0,sales,medium
Augusta Martin,0,0.71,0.66,5.0,187.0,2.0,0,0,sales,medium
Frank Austin,0,0.7,0.83,5.0,241.0,2.0,0,0,sales,medium
Alberta Moreno,0,0.53,1.0,3.0,164.0,4.0,0,0,IT,medium
Margaret Rivera,0,0.16,0.93,6.0,218.0,6.0,1,0,product_mng,high
Barry Berry,0,0.17,0.55,4.0,194.0,3.0,0,0,product_mng,low
Lillian Watkins,0,0.7,0.95,3.0,158.0,2.0,0,0,product_mng,medium
Douglas Medina,0,0.43,0.88,2.0,149.0,4.0,0,0,product_mng,medium
Jorge Young,0,0.49,0.62,4.0,161.0,2.0,0,0,IT,medium
Ethan McGuire,0,0.5,0.9,5.0,226.0,2.0,0,0,management,high
Ronald Davis,0,0.57,0.59,2.0,111.0,2.0,0,0,management,high
Willie Sharp,0,0.68,0.75,4.0,258.0,3.0,0,0,management,high
Joseph Morrison,0,0.62,0.61,3.0,266.0,2.0,0,0,management,high
Mittie Vargas,0,0.69,0.75,3.0,253.0,3.0,0,0,management,high
Ruth Klein,0,0.63,0.7,5.0,160.0,3.0,0,0,management,high
Lester Jefferson,0,0.76,0.62,5.0,230.0,3.0,1,0,marketing,low
Albert White,0,0.62,0.76,5.0,198.0,3.0,0,0,sales,low
Marvin Brooks,0,0.82,0.69,3.0,250.0,3.0,0,0,accounting,low
Zachary Boone,0,0.2,0.7,4.0,225.0,5.0,0,0,support,low
Janie Dawson,0,0.16,0.7,3.0,178.0,3.0,1,0,technical,low
Lawrence Davidson,0,0.2,0.78,4.0,196.0,3.0,0,0,management,low
Melvin Bush,0,0.53,0.51,4.0,240.0,2.0,0,0,marketing,low
Curtis Strickland,0,0.71,0.63,3.0,204.0,3.0,0,0,marketing,low
Warren Tucker,0,0.7,0.93,3.0,250.0,3.0,0,0,marketing,low
Daisy Ward,0,0.92,0.94,2.0,224.0,2.0,0,0,sales,low
Marguerite Austin,0,0.81,0.92,4.0,268.0,3.0,0,0,sales,low
Amanda McKinney,0,0.79,0.62,5.0,167.0,3.0,0,0,sales,low
Mathilda Gomez,0,0.53,0.64,3.0,168.0,3.0,0,0,sales,low
Connor Hodges,0,0.51,0.56,4.0,168.0,2.0,0,0,sales,low
Patrick Reynolds,0,0.78,0.9,5.0,158.0,3.0,0,0,sales,low
Hester Diaz,0,0.5,0.91,3.0,240.0,3.0,0,0,sales,low
William Stewart,0,0.92,1.0,4.0,261.0,4.0,0,0,sales,medium
Sadie Schwartz,0,0.59,0.54,4.0,176.0,2.0,0,0,technical,medium
Dorothy Nunez,0,0.77,0.55,3.0,217.0,3.0,0,0,support,medium
Luella Chandler,0,0.74,0.87,5.0,224.0,2.0,0,0,support,medium
Tommy Thornton,0,0.67,0.97,4.0,196.0,3.0,0,0,support,medium
Benjamin Lindsey,0,0.56,0.59,3.0,223.0,3.0,0,0,support,medium
